file,line,kind,token,snippet,category,exception_ref
.dockerignore,1,comment,,# O contexto de build de toda imagem do Pipe é a raiz do monorepo — é a única,,
.dockerignore,5,comment,,"# Cada aplicativo tem ainda o seu `apps/<app>/Dockerfile.dockerignore`, que o",,
.dockerignore,6,comment,,# BuildKit usa NO LUGAR deste e corta também os aplicativos irmãos. Este aqui é,,
.dockerignore,7,comment,,# o piso: vale no builder clássico e em `docker build .` na mão.,,
.dockerignore,9,comment,,# Nunca vão para dentro da imagem: são reconstruídos no estágio de build.,,
.dockerignore,16,comment,,# Segredo. `apps/gestao/.env` e `apps/crm/.env` estão versionados com credencial,,
.dockerignore,18,comment,,"# produção do contêiner, porque o Next carrega `.env` antes de `process.env`.",,
.dockerignore,27,comment,,# Não entram em imagem nenhuma.,,
apps/api/Dockerfile,4,comment,,"# node:22-alpine, não 20: o `engines` da raiz exige `>=22` (o README ainda diz 20,",,
apps/api/Dockerfile,5,comment,,# está desatualizado) e o pnpm recusa instalar fora do intervalo. Alpine porque,,
apps/api/Dockerfile,6,comment,,# nenhuma dependência daqui é nativa — `pg` é JavaScript puro e o `pg-native`,,
apps/api/Dockerfile,7,comment,,"# opcional não está instalado —, então musl não custa nada e corta ~130 MB.",,
apps/api/Dockerfile,17,comment,,"# Só os `package.json` primeiro: enquanto nenhum mudar, esta camada e o",,
apps/api/Dockerfile,18,comment,,"# `pnpm install` inteiro vêm do cache, mesmo que todo o código-fonte tenha",,
apps/api/Dockerfile,19,comment,,# mudado. Os manifestos dos aplicativos que a API não usa entram do mesmo jeito,,
apps/api/Dockerfile,21,comment,,"# faltar um, o pnpm diz que o lockfile está desatualizado e para.",,
apps/api/Dockerfile,26,identifier,gestao,COPY apps/gestao-vite/package.json apps/gestao-vite/,,
apps/api/Dockerfile,29,identifier,autenticacao,COPY packages/autenticacao/package.json packages/autenticacao/,,
apps/api/Dockerfile,37,comment,,"# `@pipe/api...` = a API e as dependências dela no workspace, e nada mais: o Next",,
apps/api/Dockerfile,38,comment,,# e o React dos três front-ends nem chegam a ser baixados.,,
apps/api/Dockerfile,43,comment,,# `packages` inteiro em vez dos três ou quatro que a API usa hoje: o grafo muda,,
apps/api/Dockerfile,45,comment,,"# silêncio. Os aplicativos irmãos, que são o peso de verdade, continuam de fora.",,
apps/api/Dockerfile,50,comment,,"# `migrar.ts` importa `dotenv/config`, e `dotenv` é devDependency do @pipe/db.",,
apps/api/Dockerfile,51,comment,,# Sem esta cópia o serviço `migrar` do compose morre no primeiro import — e ele,,
apps/api/Dockerfile,52,comment,,"# roda ANTES do código novo subir, então a publicação inteira para.",,
apps/api/Dockerfile,54,comment,,"# Fica só o que a imagem final precisa: `dist/`, `package.json` e as migrations",,
apps/api/Dockerfile,55,comment,,"# do @pipe/db. Código-fonte, teste e config de build não entram em imagem.",,
apps/api/Dockerfile,57,identifier,semente,\( -name src -o -name tests -o -name semente -o -name node_modules \,,
apps/api/Dockerfile,62,comment,,# --- node_modules de produção ----------------------------------------------,,
apps/api/Dockerfile,63,comment,,"# Instalação separada, em árvore limpa e sem código-fonte nenhum. É mais barata",,
apps/api/Dockerfile,64,comment,,# do que parece: a store em cache resolve quase tudo por hardlink.,,
apps/api/Dockerfile,66,comment,,# `pnpm deploy` seria o caminho óbvio e NÃO serve aqui: ele empacota os pacotes,,
apps/api/Dockerfile,67,comment,,"# do workspace com as regras do `npm pack`, que respeitam o `.gitignore` da raiz",,
apps/api/Dockerfile,68,comment,,# — e lá `dist/` está ignorado. O resultado é uma imagem que carrega o `src/` de,,
apps/api/Dockerfile,70,comment,,# para descobrir; está escrito aqui para não custar uma segunda.,,
apps/api/Dockerfile,76,comment,,"# Sem pnpm, sem corepack, sem código-fonte, sem devDependencies.",,
apps/api/Dockerfile,80,comment,,# O layout do workspace é preservado de propósito: o pnpm liga,,
apps/api/Dockerfile,81,comment,,"# `apps/api/node_modules/@pipe/core` por symlink relativo até `packages/core`, e",,
apps/api/Dockerfile,82,comment,,# achatar os diretórios quebraria essa resolução.,,
apps/api/Dockerfile,88,comment,,# `node` (uid 1000) já vem na imagem oficial; criar outro usuário seria trabalho à toa.,,
apps/api/Dockerfile,93,comment,,# A API ainda não expõe `/saude` (pendência 1 do infra/README) e este arquivo não,,
apps/api/Dockerfile,94,comment,,"# pode inventá-la. Até lá o teste é ""o servidor HTTP responde alguma coisa"":",,
apps/api/Dockerfile,95,comment,,# aceita o 404 do Nest na raiz e reprova 5xx e conexão recusada. É menos do que,,
apps/api/Dockerfile,96,comment,,"# um /saude de verdade, e é honesto sobre isso.",,
apps/api/Dockerfile,98,identifier,cmd,"CMD node -e ""require('http').get('http://127.0.0.1:'+(process.env.PORT||3100)+'/',r=>process.exit(r.statusCode<500?0:1))",,
apps/api/Dockerfile,100,identifier,cmd,"CMD [""node"", ""dist/main.js""]",,
apps/api/package.json,1,package-script,fluxo,importar:fluxo,,
apps/api/package.json,1,package-script,importar,importar:fluxo,,
apps/api/package.json,1,package-script,provisionar,provisionar,,
apps/api/src/app.modulo.ts,3,identifier,chave,import { GuardaChaveApi } from './autenticacao.js';,,
apps/api/src/app.modulo.ts,3,identifier,guarda,import { GuardaChaveApi } from './autenticacao.js';,,
apps/api/src/app.modulo.ts,4,identifier,guarda,import { GuardaSessao } from './sessao.js';,,
apps/api/src/app.modulo.ts,4,identifier,sessao,import { GuardaSessao } from './sessao.js';,,
apps/api/src/app.modulo.ts,5,identifier,anexos,import { ControladorAnexos } from './controladores/anexos.js';,,
apps/api/src/app.modulo.ts,5,identifier,controlador,import { ControladorAnexos } from './controladores/anexos.js';,,
apps/api/src/app.modulo.ts,6,identifier,canais,import { ControladorCanais } from './controladores/canais.js';,,
apps/api/src/app.modulo.ts,6,identifier,controlador,import { ControladorCanais } from './controladores/canais.js';,,
apps/api/src/app.modulo.ts,7,identifier,controlador,import { ControladorConversas } from './controladores/conversas.js';,,
apps/api/src/app.modulo.ts,7,identifier,conversas,import { ControladorConversas } from './controladores/conversas.js';,,
apps/api/src/app.modulo.ts,8,identifier,controlador,import { ControladorCrm } from './controladores/crm.js';,,
apps/api/src/app.modulo.ts,9,identifier,controlador,import { ControladorDesk } from './controladores/desk.js';,,
apps/api/src/app.modulo.ts,11,identifier,atendentes,"ControladorAtendentes,",,
apps/api/src/app.modulo.ts,11,identifier,controlador,"ControladorAtendentes,",,
apps/api/src/app.modulo.ts,12,identifier,contatos,"ControladorContatos,",,
apps/api/src/app.modulo.ts,12,identifier,controlador,"ControladorContatos,",,
apps/api/src/app.modulo.ts,13,identifier,controlador,"ControladorFilas,",,
apps/api/src/app.modulo.ts,13,identifier,filas,"ControladorFilas,",,
apps/api/src/app.modulo.ts,15,identifier,controlador,"import { ControladorConvites, ControladorDominios } from './controladores/convites.js';",,
apps/api/src/app.modulo.ts,15,identifier,convites,"import { ControladorConvites, ControladorDominios } from './controladores/convites.js';",,
apps/api/src/app.modulo.ts,15,identifier,dominios,"import { ControladorConvites, ControladorDominios } from './controladores/convites.js';",,
apps/api/src/app.modulo.ts,16,identifier,controlador,"import { ControladorEntrada, ControladorEu } from './controladores/entrar.js';",,
apps/api/src/app.modulo.ts,16,identifier,entrada,"import { ControladorEntrada, ControladorEu } from './controladores/entrar.js';",,
apps/api/src/app.modulo.ts,18,identifier,controlador,"ControladorEtiquetas,",,
apps/api/src/app.modulo.ts,18,identifier,etiquetas,"ControladorEtiquetas,",,
apps/api/src/app.modulo.ts,19,identifier,controlador,"ControladorEtiquetasDaConversa,",,
apps/api/src/app.modulo.ts,19,identifier,conversa,"ControladorEtiquetasDaConversa,",,
apps/api/src/app.modulo.ts,19,identifier,etiquetas,"ControladorEtiquetasDaConversa,",,
apps/api/src/app.modulo.ts,20,identifier,contato,"ControladorEtiquetasDoContato,",,
apps/api/src/app.modulo.ts,20,identifier,controlador,"ControladorEtiquetasDoContato,",,
apps/api/src/app.modulo.ts,20,identifier,etiquetas,"ControladorEtiquetasDoContato,",,
apps/api/src/app.modulo.ts,22,identifier,analise,import { ControladorGestaoAnalise } from './controladores/gestao-analise.js';,,
apps/api/src/app.modulo.ts,22,identifier,controlador,import { ControladorGestaoAnalise } from './controladores/gestao-analise.js';,,
apps/api/src/app.modulo.ts,22,identifier,gestao,import { ControladorGestaoAnalise } from './controladores/gestao-analise.js';,,
apps/api/src/app.modulo.ts,23,identifier,controlador,import { ControladorGestaoBuilder } from './controladores/gestao-builder.js';,,
apps/api/src/app.modulo.ts,23,identifier,gestao,import { ControladorGestaoBuilder } from './controladores/gestao-builder.js';,,
apps/api/src/app.modulo.ts,24,identifier,cadastros,import { ControladorGestaoCadastros } from './controladores/gestao-cadastros.js';,,
apps/api/src/app.modulo.ts,24,identifier,controlador,import { ControladorGestaoCadastros } from './controladores/gestao-cadastros.js';,,
apps/api/src/app.modulo.ts,24,identifier,gestao,import { ControladorGestaoCadastros } from './controladores/gestao-cadastros.js';,,
apps/api/src/app.modulo.ts,25,identifier,conta,import { ControladorGestaoConta } from './controladores/gestao-conta.js';,,
apps/api/src/app.modulo.ts,25,identifier,controlador,import { ControladorGestaoConta } from './controladores/gestao-conta.js';,,
apps/api/src/app.modulo.ts,25,identifier,gestao,import { ControladorGestaoConta } from './controladores/gestao-conta.js';,,
apps/api/src/app.modulo.ts,26,identifier,controlador,import { ControladorGestaoEquipe } from './controladores/gestao-equipe.js';,,
apps/api/src/app.modulo.ts,26,identifier,equipe,import { ControladorGestaoEquipe } from './controladores/gestao-equipe.js';,,
apps/api/src/app.modulo.ts,26,identifier,gestao,import { ControladorGestaoEquipe } from './controladores/gestao-equipe.js';,,
apps/api/src/app.modulo.ts,27,identifier,controlador,import { ControladorGestaoFluxo } from './controladores/gestao-fluxo.js';,,
apps/api/src/app.modulo.ts,27,identifier,fluxo,import { ControladorGestaoFluxo } from './controladores/gestao-fluxo.js';,,
apps/api/src/app.modulo.ts,27,identifier,gestao,import { ControladorGestaoFluxo } from './controladores/gestao-fluxo.js';,,
apps/api/src/app.modulo.ts,28,identifier,controlador,import { ControladorGestaoIntegracoes } from './controladores/gestao-integracoes.js';,,
apps/api/src/app.modulo.ts,28,identifier,gestao,import { ControladorGestaoIntegracoes } from './controladores/gestao-integracoes.js';,,
apps/api/src/app.modulo.ts,28,identifier,integracoes,import { ControladorGestaoIntegracoes } from './controladores/gestao-integracoes.js';,,
apps/api/src/app.modulo.ts,29,identifier,controlador,import { ControladorGestaoOperacao } from './controladores/gestao-operacao.js';,,
apps/api/src/app.modulo.ts,29,identifier,gestao,import { ControladorGestaoOperacao } from './controladores/gestao-operacao.js';,,
apps/api/src/app.modulo.ts,29,identifier,operacao,import { ControladorGestaoOperacao } from './controladores/gestao-operacao.js';,,
apps/api/src/app.modulo.ts,30,identifier,conta,import { ControladorMinhaConta } from './controladores/minha-conta.js';,,
apps/api/src/app.modulo.ts,30,identifier,controlador,import { ControladorMinhaConta } from './controladores/minha-conta.js';,,
apps/api/src/app.modulo.ts,30,identifier,minha,import { ControladorMinhaConta } from './controladores/minha-conta.js';,,
apps/api/src/app.modulo.ts,31,identifier,contatos,import { ControladorImportacoesDeContatos } from './controladores/importacoes.js';,,
apps/api/src/app.modulo.ts,31,identifier,controlador,import { ControladorImportacoesDeContatos } from './controladores/importacoes.js';,,
apps/api/src/app.modulo.ts,31,identifier,importacoes,import { ControladorImportacoesDeContatos } from './controladores/importacoes.js';,,
apps/api/src/app.modulo.ts,32,identifier,contas,import { ControladorContas } from './controladores/contas.js';,,
apps/api/src/app.modulo.ts,32,identifier,controlador,import { ControladorContas } from './controladores/contas.js';,,
apps/api/src/app.modulo.ts,33,identifier,ativas,import { ControladorMensagensAtivas } from './controladores/mensagens-ativas.js';,,
apps/api/src/app.modulo.ts,33,identifier,controlador,import { ControladorMensagensAtivas } from './controladores/mensagens-ativas.js';,,
apps/api/src/app.modulo.ts,33,identifier,mensagens,import { ControladorMensagensAtivas } from './controladores/mensagens-ativas.js';,,
apps/api/src/app.modulo.ts,34,identifier,controlador,import { ControladorLinksRastreados } from './controladores/rastreador-de-cliques.js';,,
apps/api/src/app.modulo.ts,35,identifier,controlador,import { ControladorRedirecionamento } from './controladores/redirecionamento.js';,,
apps/api/src/app.modulo.ts,35,identifier,redirecionamento,import { ControladorRedirecionamento } from './controladores/redirecionamento.js';,,
apps/api/src/app.modulo.ts,36,identifier,controlador,import { ControladorOperacao } from './controladores/operacao.js';,,
apps/api/src/app.modulo.ts,36,identifier,operacao,import { ControladorOperacao } from './controladores/operacao.js';,,
apps/api/src/app.modulo.ts,37,identifier,controlador,"import { ControladorConexaoSso, ControladorEntradaSso } from './controladores/sso.js';",,
apps/api/src/app.modulo.ts,37,identifier,entrada,"import { ControladorConexaoSso, ControladorEntradaSso } from './controladores/sso.js';",,
apps/api/src/app.modulo.ts,38,identifier,controlador,import { ControladorWebhookWhatsApp } from './controladores/webhooks-whatsapp.js';,,
apps/api/src/app.modulo.ts,39,identifier,controlador,import { ControladorWebhookInstagram } from './controladores/webhooks-instagram.js';,,
apps/api/src/app.modulo.ts,40,identifier,canais,import { ControladorCanaisInstagram } from './controladores/canais-instagram.js';,,
apps/api/src/app.modulo.ts,40,identifier,controlador,import { ControladorCanaisInstagram } from './controladores/canais-instagram.js';,,
apps/api/src/app.modulo.ts,41,identifier,canais,import { ControladorCanaisMessenger } from './controladores/canais-messenger.js';,,
apps/api/src/app.modulo.ts,41,identifier,controlador,import { ControladorCanaisMessenger } from './controladores/canais-messenger.js';,,
apps/api/src/app.modulo.ts,42,identifier,controlador,import { ControladorWebhookMessenger } from './controladores/webhooks-messenger.js';,,
apps/api/src/app.modulo.ts,44,comment,,/**,,
apps/api/src/autenticacao.ts,1,path,autenticacao,apps/api/src/autenticacao.ts,,
apps/api/src/autenticacao.ts,7,identifier,banco,import { bancoDono } from './banco.js';,,
apps/api/src/autenticacao.ts,8,identifier,erro,import { ErroPipe } from './erros.js';,,
apps/api/src/autenticacao.ts,9,identifier,chave,"import { CHAVE_QUALQUER_CREDENCIAL, CHAVE_SESSAO, temBearer } from './sessao.js';",,
apps/api/src/autenticacao.ts,9,identifier,credencial,"import { CHAVE_QUALQUER_CREDENCIAL, CHAVE_SESSAO, temBearer } from './sessao.js';",,
apps/api/src/autenticacao.ts,9,identifier,qualquer,"import { CHAVE_QUALQUER_CREDENCIAL, CHAVE_SESSAO, temBearer } from './sessao.js';",,
apps/api/src/autenticacao.ts,9,identifier,sessao,"import { CHAVE_QUALQUER_CREDENCIAL, CHAVE_SESSAO, temBearer } from './sessao.js';",,
apps/api/src/autenticacao.ts,10,identifier,com,import type { RequisicaoComSessao } from './sessao.js';,,
apps/api/src/autenticacao.ts,10,identifier,requisicao,import type { RequisicaoComSessao } from './sessao.js';,,
apps/api/src/autenticacao.ts,10,identifier,sessao,import type { RequisicaoComSessao } from './sessao.js';,,
apps/api/src/autenticacao.ts,12,comment,,/**,,
apps/api/src/autenticacao.ts,23,identifier,escopos,export const CATALOGO_ESCOPOS = [,,
apps/api/src/autenticacao.ts,24,literal-value,conversas,"'conversas:ler',",B,persisted.csv:api-literal-value-2585f371
apps/api/src/autenticacao.ts,24,literal-value,ler,"'conversas:ler',",B,persisted.csv:api-literal-value-2585f371
apps/api/src/autenticacao.ts,25,literal-value,conversas,"'conversas:escrever',",B,persisted.csv:api-literal-value-80f68663
apps/api/src/autenticacao.ts,26,literal-value,ler,"'mensagens:ler',",B,persisted.csv:api-literal-value-d530551d
apps/api/src/autenticacao.ts,26,literal-value,mensagens,"'mensagens:ler',",B,persisted.csv:api-literal-value-d530551d
apps/api/src/autenticacao.ts,27,literal-value,mensagens,"'mensagens:escrever',",B,persisted.csv:api-literal-value-a65d29f4
apps/api/src/autenticacao.ts,28,literal-value,contatos,"'contatos:ler',",B,persisted.csv:api-literal-value-bfeddc28
apps/api/src/autenticacao.ts,28,literal-value,ler,"'contatos:ler',",B,persisted.csv:api-literal-value-bfeddc28
apps/api/src/autenticacao.ts,29,literal-value,contatos,"'contatos:escrever',",B,persisted.csv:api-literal-value-93c64254
apps/api/src/autenticacao.ts,30,literal-value,filas,"'filas:ler',",B,persisted.csv:api-literal-value-dc49b8e5
apps/api/src/autenticacao.ts,30,literal-value,ler,"'filas:ler',",B,persisted.csv:api-literal-value-dc49b8e5
apps/api/src/autenticacao.ts,31,literal-value,atendentes,"'atendentes:ler',",B,persisted.csv:api-literal-value-d16d511b
apps/api/src/autenticacao.ts,31,literal-value,ler,"'atendentes:ler',",B,persisted.csv:api-literal-value-d16d511b
apps/api/src/autenticacao.ts,35,identifier,escopo,export type Escopo = (typeof CATALOGO_ESCOPOS)[number];,,
apps/api/src/autenticacao.ts,37,identifier,chave,export interface ContextoDaChave {,,
apps/api/src/autenticacao.ts,37,identifier,contexto,export interface ContextoDaChave {,,
apps/api/src/autenticacao.ts,39,identifier,chave,chaveId: string;,,
apps/api/src/autenticacao.ts,40,identifier,escopos,escopos: string[];,,
apps/api/src/autenticacao.ts,41,comment,,/**,,
apps/api/src/autenticacao.ts,46,identifier,fluxo,fluxoId: string | null;,,
apps/api/src/autenticacao.ts,49,comment,,/** A requisição autenticada carrega o contexto; o controlador nunca lê header. */,,
apps/api/src/autenticacao.ts,50,identifier,contexto,export type RequisicaoAutenticada = Request & { contexto?: ContextoDaChave };,,
apps/api/src/autenticacao.ts,50,identifier,requisicao,export type RequisicaoAutenticada = Request & { contexto?: ContextoDaChave };,,
apps/api/src/autenticacao.ts,52,identifier,chave,export const CHAVE_ESCOPOS = 'pipe:escopos';,,
apps/api/src/autenticacao.ts,52,identifier,escopos,export const CHAVE_ESCOPOS = 'pipe:escopos';,,
apps/api/src/autenticacao.ts,54,comment,,"/** Marca o escopo exigido por rota. Sem a marca, a rota é pública (webhook). */",,
apps/api/src/autenticacao.ts,55,identifier,escopos,"export const Escopos = (...escopos: Escopo[]) => SetMetadata(CHAVE_ESCOPOS, escopos);",,
apps/api/src/autenticacao.ts,57,comment,,/**,,
apps/api/src/autenticacao.ts,65,identifier,chave,export const ChaveOuSessao = (...escopos: Escopo[]) =>,,
apps/api/src/autenticacao.ts,65,identifier,escopos,export const ChaveOuSessao = (...escopos: Escopo[]) =>,,
apps/api/src/autenticacao.ts,65,identifier,sessao,export const ChaveOuSessao = (...escopos: Escopo[]) =>,,
apps/api/src/autenticacao.ts,72,comment,,/**,,
apps/api/src/autenticacao.ts,81,identifier,usuario,usuarioId: string | null;,,
apps/api/src/autenticacao.ts,82,comment,,/** `true` quando veio de navegador. É o que liga as regras de atendente. */,,
apps/api/src/autenticacao.ts,83,identifier,sessao,viaSessao: boolean;,,
apps/api/src/autenticacao.ts,86,identifier,requisicao,export function atorDe(requisicao: RequisicaoAutenticada & RequisicaoComSessao): Ator {,,
apps/api/src/autenticacao.ts,88,identifier,sessao,"return { tenantId: requisicao.contexto.tenantId, usuarioId: null, viaSessao: false };",,
apps/api/src/autenticacao.ts,88,identifier,usuario,"return { tenantId: requisicao.contexto.tenantId, usuarioId: null, viaSessao: false };",,
apps/api/src/autenticacao.ts,93,identifier,usuario,"usuarioId: requisicao.sessao.usuarioId,",,
apps/api/src/autenticacao.ts,94,identifier,sessao,"viaSessao: true,",,
apps/api/src/autenticacao.ts,100,identifier,contexto,export function contextoDe(requisicao: RequisicaoAutenticada): ContextoDaChave {,,
apps/api/src/autenticacao.ts,100,identifier,requisicao,export function contextoDe(requisicao: RequisicaoAutenticada): ContextoDaChave {,,
apps/api/src/autenticacao.ts,105,identifier,chave,type LinhaChave = {,,
apps/api/src/autenticacao.ts,108,identifier,fluxo,fluxo_id: string | null;,,
apps/api/src/autenticacao.ts,110,identifier,escopos,escopos: string[] | null;,,
apps/api/src/autenticacao.ts,111,identifier,expirada,expirada: boolean;,,
apps/api/src/autenticacao.ts,112,identifier,revogada,revogada: boolean;,,
apps/api/src/autenticacao.ts,115,comment,,/**,,
apps/api/src/autenticacao.ts,123,identifier,fluxo,export function fluxoDaRota(requisicao: Request): string | null {,,
apps/api/src/autenticacao.ts,123,identifier,requisicao,export function fluxoDaRota(requisicao: Request): string | null {,,
apps/api/src/autenticacao.ts,126,identifier,padrao,const padrao = (requisicao.route as { path?: string } | undefined)?.path ?? '';,,
apps/api/src/autenticacao.ts,131,comment,,/**,,
apps/api/src/autenticacao.ts,148,identifier,chave,export function conferirFluxoDaChave(,,
apps/api/src/autenticacao.ts,148,identifier,fluxo,export function conferirFluxoDaChave(,,
apps/api/src/autenticacao.ts,149,identifier,chave,"chave: Pick<ContextoDaChave, 'fluxoId'>,",,
apps/api/src/autenticacao.ts,150,identifier,fluxo,"fluxoNaRota: string | null,",,
apps/api/src/autenticacao.ts,158,identifier,fluxo,"{ fluxoId: chave.fluxoId },",,
apps/api/src/autenticacao.ts,166,identifier,fluxo,"{ fluxoId: chave.fluxoId },",,
apps/api/src/autenticacao.ts,171,identifier,chave,export class GuardaChaveApi implements CanActivate {,,
apps/api/src/autenticacao.ts,171,identifier,guarda,export class GuardaChaveApi implements CanActivate {,,
apps/api/src/autenticacao.ts,174,identifier,contexto,async canActivate(contexto: ExecutionContext): Promise<boolean> {,,
apps/api/src/autenticacao.ts,179,comment,,// Rota sem `@Escopos` é pública de propósito: o webhook da Meta se autentica,,
apps/api/src/autenticacao.ts,180,comment,,"// pela assinatura `X-Hub-Signature-256`, não por chave nossa.",,
apps/api/src/autenticacao.ts,183,identifier,requisicao,const requisicao = contexto.switchToHttp().getRequest<RequisicaoAutenticada>();,,
apps/api/src/autenticacao.ts,185,comment,,// Rota que aceita as duas credenciais e NÃO recebeu Bearer: quem confere é o,,
apps/api/src/autenticacao.ts,186,comment,,// guarda da sessão. Ver `CHAVE_QUALQUER_CREDENCIAL` em `sessao.ts`.,,
apps/api/src/autenticacao.ts,187,identifier,qualquer,const qualquer = this.reflector.getAllAndOverride<boolean | undefined>(,,
apps/api/src/autenticacao.ts,193,identifier,chave,const chave = await autenticar(requisicao.header('authorization'));,,
apps/api/src/autenticacao.ts,196,identifier,permitido,const permitido = exigidos.every(,,
apps/api/src/autenticacao.ts,197,identifier,escopo,"(escopo) => chave.escopos.includes('*') || chave.escopos.includes(escopo),",,
apps/api/src/autenticacao.ts,200,identifier,faltando,const faltando = exigidos.find(,,
apps/api/src/autenticacao.ts,201,identifier,escopo,"(escopo) => !chave.escopos.includes('*') && !chave.escopos.includes(escopo),",,
apps/api/src/autenticacao.ts,206,comment,,"// Depois do escopo: ""o que"" a chave pode fazer é conferido antes de ""onde"".",,
apps/api/src/autenticacao.ts,207,comment,,"// O guarda roda já dentro da rota casada, então `params` e `route.path` existem.",,
apps/api/src/autenticacao.ts,213,identifier,cabecalho,export async function autenticar(cabecalho: string | undefined): Promise<ContextoDaChave> {,,
apps/api/src/autenticacao.ts,219,identifier,prefixo,"const [, prefixo, segredo] = partes;",,
apps/api/src/autenticacao.ts,219,identifier,segredo,"const [, prefixo, segredo] = partes;",,
apps/api/src/autenticacao.ts,221,sql-name,chave,const { rows } = await bancoDono().execute<LinhaChave>(sql`,,
apps/api/src/autenticacao.ts,221,sql-name,escopos,const { rows } = await bancoDono().execute<LinhaChave>(sql`,,
apps/api/src/autenticacao.ts,221,sql-name,expirada,const { rows } = await bancoDono().execute<LinhaChave>(sql`,,
apps/api/src/autenticacao.ts,221,sql-name,fluxo,const { rows } = await bancoDono().execute<LinhaChave>(sql`,,
apps/api/src/autenticacao.ts,221,sql-name,prefixo,const { rows } = await bancoDono().execute<LinhaChave>(sql`,,
apps/api/src/autenticacao.ts,221,sql-name,revogada,const { rows } = await bancoDono().execute<LinhaChave>(sql`,,
apps/api/src/autenticacao.ts,232,string-literal,chave,if (linha.revogada) throw ErroPipe.naoAutorizado('Chave revogada.');,,
apps/api/src/autenticacao.ts,232,string-literal,revogada,if (linha.revogada) throw ErroPipe.naoAutorizado('Chave revogada.');,,
apps/api/src/autenticacao.ts,233,string-literal,chave,if (linha.expirada) throw ErroPipe.naoAutorizado('Chave expirada.');,,
apps/api/src/autenticacao.ts,233,string-literal,expirada,if (linha.expirada) throw ErroPipe.naoAutorizado('Chave expirada.');,,
apps/api/src/autenticacao.ts,237,sql-name,chave,.execute(sql`update chave_api set ultimo_uso_em = now() where id = ${linha.id}`),,
apps/api/src/autenticacao.ts,242,identifier,chave,"chaveId: linha.id,",,
apps/api/src/autenticacao.ts,243,identifier,escopos,"escopos: linha.escopos ?? [],",,
apps/api/src/autenticacao.ts,244,identifier,fluxo,"fluxoId: linha.fluxo_id,",,
apps/api/src/autenticacao.ts,248,identifier,segredo,export function hashDoSegredo(segredo: string): string {,,
apps/api/src/autenticacao.ts,253,identifier,igual,"function igualEmTempoConstante(a: string, b: string): boolean {",,
apps/api/src/autenticacao.ts,253,identifier,tempo,"function igualEmTempoConstante(a: string, b: string): boolean {",,
apps/api/src/banco.ts,1,path,banco,apps/api/src/banco.ts,,
apps/api/src/banco.ts,2,identifier,banco,"import { criarBanco, comTenant, chaveiroDoAmbiente, decifrarConfig } from '@pipe/db';",,
apps/api/src/banco.ts,2,identifier,chaveiro,"import { criarBanco, comTenant, chaveiroDoAmbiente, decifrarConfig } from '@pipe/db';",,
apps/api/src/banco.ts,2,identifier,com,"import { criarBanco, comTenant, chaveiroDoAmbiente, decifrarConfig } from '@pipe/db';",,
apps/api/src/banco.ts,2,identifier,criar,"import { criarBanco, comTenant, chaveiroDoAmbiente, decifrarConfig } from '@pipe/db';",,
apps/api/src/banco.ts,3,identifier,banco,"import type { BancoPipe, Chaveiro, TransacaoPipe } from '@pipe/db';",,
apps/api/src/banco.ts,3,identifier,chaveiro,"import type { BancoPipe, Chaveiro, TransacaoPipe } from '@pipe/db';",,
apps/api/src/banco.ts,3,identifier,transacao,"import type { BancoPipe, Chaveiro, TransacaoPipe } from '@pipe/db';",,
apps/api/src/banco.ts,5,comment,,/**,,
apps/api/src/banco.ts,26,identifier,banco,export function bancoApp(): BancoPipe {,,
apps/api/src/banco.ts,27,identifier,conexoes,"app ??= criarBanco({ url: URL_APP, maxConexoes: 10 });",,
apps/api/src/banco.ts,31,identifier,banco,export function bancoDono(): BancoPipe {,,
apps/api/src/banco.ts,32,identifier,conexoes,"dono ??= criarBanco({ url: URL_DONO, maxConexoes: 2 });",,
apps/api/src/banco.ts,36,comment,,/**,,
apps/api/src/banco.ts,46,identifier,canal,export interface CanalResolvido {,,
apps/api/src/banco.ts,50,identifier,ativo,ativo: boolean;,,
apps/api/src/banco.ts,54,identifier,canal,"const cacheDeCanal = new Map<string, CanalResolvido>();",,
apps/api/src/banco.ts,56,comment,,/**,,
apps/api/src/banco.ts,61,identifier,chaveiro,let chaveiroGuardado: Chaveiro | null = null;,,
apps/api/src/banco.ts,63,identifier,chaveiro,export function chaveiro(): Chaveiro {,,
apps/api/src/banco.ts,68,comment,,/**,,
apps/api/src/banco.ts,72,identifier,canal,export async function resolverCanal(canalId: string): Promise<CanalResolvido | null> {,,
apps/api/src/banco.ts,80,identifier,ativo,ativo: boolean;,,
apps/api/src/banco.ts,82,sql-name,ativo,"}>(sql`select id, tenant_id, tipo, ativo, config from canal where id = ${canalId} limit 1`);",,
apps/api/src/banco.ts,82,sql-name,canal,"}>(sql`select id, tenant_id, tipo, ativo, config from canal where id = ${canalId} limit 1`);",,
apps/api/src/banco.ts,86,identifier,canal,const canal: CanalResolvido = {,,
apps/api/src/banco.ts,90,identifier,ativo,"ativo: linha.ativo,",,
apps/api/src/banco.ts,112,identifier,canal,export async function resolverCanalPorIdentificador(,,
apps/api/src/banco.ts,112,identifier,identificador,export async function resolverCanalPorIdentificador(,,
apps/api/src/banco.ts,112,identifier,por,export async function resolverCanalPorIdentificador(,,
apps/api/src/banco.ts,122,identifier,ativo,ativo: boolean;,,
